type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb
link	post_page_20446254070	20446254070_10155225163289071	https://www.facebook.com/20446254070/posts/10155225163289071	"Pocket hundreds or thousands of dollars and go with the just-as-durable secondhand version."	https://external.xx.fbcdn.net/safe_image.php?d=AQDPeM-3x0eZu19j&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a04027bcaa49971fe883c%2Fa6e850f1ef19593a4be0b3511a99e59ec7017749_7b048c72ae91073d17c5974b893af79d1aab3fe8_facebook&cfs=1&_nc_hash=AQCuAVo76HzMp3Jz	https://external.xx.fbcdn.net/safe_image.php?d=AQBFZKMeOfV1XA5V&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a04027bcaa49971fe883c%2Fa6e850f1ef19593a4be0b3511a99e59ec7017749_7b048c72ae91073d17c5974b893af79d1aab3fe8_facebook&_nc_hash=AQCyVAndZ1g8c5YJ	http://read.bi/2yA9A2T	read.bi	2017-11-14T10:50:09+0000	1510656609	"2017-11-14 11:50:09"	21	0	27	6	33
link	post_page_20446254070	20446254070_10155225150189071	https://www.facebook.com/20446254070/posts/10155225150189071	"Hard work pays off."	https://external.xx.fbcdn.net/safe_image.php?d=AQDklstXFKTAx_QZ&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09dfae09df6a73464ce213%2F7cc33041fc77c3af9ef4a27f70ad005b7cf70f7f_12f23e2be8812d2d0269d4d2c541343ac97c2dbb_facebook&cfs=1&sx=321&sy=0&sw=595&sh=595&_nc_hash=AQDeLiL5Ei8fHFZO	https://external.xx.fbcdn.net/safe_image.php?d=AQCRDNqlb0gARXKV&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09dfae09df6a73464ce213%2F7cc33041fc77c3af9ef4a27f70ad005b7cf70f7f_12f23e2be8812d2d0269d4d2c541343ac97c2dbb_facebook&_nc_hash=AQCtBHhhQ0QdXleE	http://read.bi/2ABClMV	read.bi	2017-11-14T10:40:08+0000	1510656008	"2017-11-14 11:40:08"	49	3	54	18	75
link	post_page_20446254070	20446254070_10155225143619071	https://www.facebook.com/20446254070/posts/10155225143619071	"You can even see when vein flow is obstructed."	https://external.xx.fbcdn.net/safe_image.php?d=AQDmOCZ5F-73LVg7&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a1b26936392b676631011%2F3175714586453c743abf2dd9142764ccb37a3244_84a38bec2f3d567511e3939185ff7e834d995afb_facebook&cfs=1&_nc_hash=AQCC7Lonhv8aAX8O	https://external.xx.fbcdn.net/safe_image.php?d=AQDSgWxdIoVgrMMx&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a1b26936392b676631011%2F3175714586453c743abf2dd9142764ccb37a3244_84a38bec2f3d567511e3939185ff7e834d995afb_facebook&_nc_hash=AQAB72cVHSIrCI0g	http://read.bi/2AG0Aue	read.bi	2017-11-14T10:35:06+0000	1510655706	"2017-11-14 11:35:06"	21	4	33	6	43
link	post_page_20446254070	20446254070_10155225134979071	https://www.facebook.com/20446254070/posts/10155225134979071	"Air Force One is a flying symbol of American military and economic might."	https://external.xx.fbcdn.net/safe_image.php?d=AQCV0gT8iozKZn4V&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a04a49363921e57fe8849%2Ff85422ef4ee0453d15648ca1fad9012db9835a69_825592ff2bc21bdbcc5be91d31f7aef2a3321374_facebook&cfs=1&_nc_hash=AQCxIZBq4L0ZO3t6	https://external.xx.fbcdn.net/safe_image.php?d=AQBYvCyKPV6uIGqz&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a04a49363921e57fe8849%2Ff85422ef4ee0453d15648ca1fad9012db9835a69_825592ff2bc21bdbcc5be91d31f7aef2a3321374_facebook&_nc_hash=AQDpzt4Xt1X1VNGt	http://read.bi/2zBhY5G	read.bi	2017-11-14T10:30:23+0000	1510655423	"2017-11-14 11:30:23"	19	3	21	1	25
link	post_page_20446254070	20446254070_10155225122474071	https://www.facebook.com/20446254070/posts/10155225122474071	"Should Trump have full access to the nuclear arsenal?"	https://external.xx.fbcdn.net/safe_image.php?d=AQD0JVPVu9j7qPKE&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0ac11dc3453dc964f07287%2F2f3bf0d64fa2fb47b3b7bc34964fe04a8e7a97ef_4b0f394425ba2b2968c1db5649a4a4c8b3d3631a_facebook&cfs=1&sx=555&sy=0&sw=595&sh=595&_nc_hash=AQAkfCpA6r-TNv2A	https://external.xx.fbcdn.net/safe_image.php?d=AQDbZBBLFd6-TFR8&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0ac11dc3453dc964f07287%2F2f3bf0d64fa2fb47b3b7bc34964fe04a8e7a97ef_4b0f394425ba2b2968c1db5649a4a4c8b3d3631a_facebook&_nc_hash=AQDv7rHwQJEmtdEW	http://read.bi/2zABwaz	read.bi	2017-11-14T10:20:01+0000	1510654801	"2017-11-14 11:20:01"	38	36	57	3	96
video	post_page_20446254070	20446254070_10155225103904071	https://www.facebook.com/20446254070/posts/10155225103904071	"A single drone managed to cause hours of flight delays."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20903049_2354359821456381_3578728520970403840_n.jpg?oh=a98e143a11c2495b8f554093baa0a881&oe=5A9DDD16	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20903049_2354359821456381_3578728520970403840_n.jpg?oh=c1013521e0d86a146ddb69e08d549160&oe=5A667934	https://www.facebook.com/BusinessInsiderUK/videos/2354358188123211/	facebook.com	2017-11-14T10:20:00+0000	1510654800	"2017-11-14 11:20:00"	75	17	111	0	128
link	post_page_20446254070	20446254070_10155225111299071	https://www.facebook.com/20446254070/posts/10155225111299071	"These are the keys to unlocking brain health and longevity."	https://external.xx.fbcdn.net/safe_image.php?d=AQCh79_hN1MCWhG6&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a05609363928a5bfe884a%2F6958de25522a8ce2fb1db78850a0badf8a3eed0d_f445affca229584b773c1d830fff486679e8cb1d_facebook&cfs=1&sx=248&sy=0&sw=595&sh=595&_nc_hash=AQAyO2fX0uZ76RJs	https://external.xx.fbcdn.net/safe_image.php?d=AQCXmjakL9xpsANu&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a05609363928a5bfe884a%2F6958de25522a8ce2fb1db78850a0badf8a3eed0d_f445affca229584b773c1d830fff486679e8cb1d_facebook&_nc_hash=AQDT4asy3kObecDR	http://read.bi/2AH7K1i	read.bi	2017-11-14T10:10:02+0000	1510654202	"2017-11-14 11:10:02"	152	2	156	64	222
link	post_page_20446254070	20446254070_10155225105179071	https://www.facebook.com/20446254070/posts/10155225105179071	"He s outrageously successful — and isn t shy about showing it 🏎🏁"	https://external.xx.fbcdn.net/safe_image.php?d=AQAjRi_je0Soyvg2&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0abfe6f8594c4d3ff0728a%2F38e47452fc54f8dc3890b3cd017abb20d9a240cc_8d1de3f58e5f3ad81877a5737388c6a266b0d41f_facebook&cfs=1&sx=258&sy=0&sw=595&sh=595&_nc_hash=AQDWx_vRoa0GfObG	https://external.xx.fbcdn.net/safe_image.php?d=AQCkUi0xeyfRlvu6&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0abfe6f8594c4d3ff0728a%2F38e47452fc54f8dc3890b3cd017abb20d9a240cc_8d1de3f58e5f3ad81877a5737388c6a266b0d41f_facebook&_nc_hash=AQCmmDAcSVB5FmV6	http://read.bi/2yZwJjw	read.bi	2017-11-14T10:05:42+0000	1510653942	"2017-11-14 11:05:42"	119	3	126	7	136
link	post_page_20446254070	20446254070_10155225099359071	https://www.facebook.com/20446254070/posts/10155225099359071	"I m not stopping anytime soon."	https://external.xx.fbcdn.net/safe_image.php?d=AQBGB0HBHvXMHSLf&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09dd3a7bcaa4d957f7ed6b%2F99ddbaf80499b936d462b0aa8b1076467e5e5142_2db51fb48e232cbd2492a06db386ff36defe88a1_facebook&cfs=1&_nc_hash=AQCts6TLVf5B8xgX	https://external.xx.fbcdn.net/safe_image.php?d=AQBwrOLC2iJUwcd_&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09dd3a7bcaa4d957f7ed6b%2F99ddbaf80499b936d462b0aa8b1076467e5e5142_2db51fb48e232cbd2492a06db386ff36defe88a1_facebook&_nc_hash=AQBit7kP6EZpNiOf	http://read.bi/2zHUjhE	read.bi	2017-11-14T10:00:08+0000	1510653608	"2017-11-14 11:00:08"	61	2	63	19	84
link	post_page_20446254070	20446254070_10155225085654071	https://www.facebook.com/20446254070/posts/10155225085654071	"Some are giving their money to worthy causes  while others plan to spend every penny."	https://external.xx.fbcdn.net/safe_image.php?d=AQCCN3qnLFuFXgkh&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0aba8dc3453dba38092bbe%2Fdf11909494023842c9549e30947a0d9796329f36_b0ae49a5242f9c74ac4ef3d7b1c7edcddae7638c_facebook&cfs=1&sx=374&sy=0&sw=595&sh=595&_nc_hash=AQBythsp7o9Jst6F	https://external.xx.fbcdn.net/safe_image.php?d=AQDlQPjdvNv-WAvP&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0aba8dc3453dba38092bbe%2Fdf11909494023842c9549e30947a0d9796329f36_b0ae49a5242f9c74ac4ef3d7b1c7edcddae7638c_facebook&_nc_hash=AQDRXw8xkMkyxFbd	http://read.bi/2zX78YA	read.bi	2017-11-14T09:50:00+0000	1510653000	"2017-11-14 10:50:00"	46	3	49	6	58
link	post_page_20446254070	20446254070_10155225071289071	https://www.facebook.com/20446254070/posts/10155225071289071	"I also got an interview for a full-time job at a major political campaign."	https://external.xx.fbcdn.net/safe_image.php?d=AQCkKEqmJpmm_Rmq&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09db20004df90420f7ed64%2F7e2b625bf68683de795d8dcdbb66fcb002491f87_16957c4a1dc3cbade70e83b337a8b197e66d6b71_facebook&cfs=1&sx=321&sy=0&sw=595&sh=595&_nc_hash=AQDZtdchr16_kEus	https://external.xx.fbcdn.net/safe_image.php?d=AQC2h4foiuIY69R7&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09db20004df90420f7ed64%2F7e2b625bf68683de795d8dcdbb66fcb002491f87_16957c4a1dc3cbade70e83b337a8b197e66d6b71_facebook&_nc_hash=AQA8l6A_JyzELfpJ	http://read.bi/2mmwOaX	read.bi	2017-11-14T09:40:04+0000	1510652404	"2017-11-14 10:40:04"	189	11	196	128	335
video	post_page_20446254070	20446254070_10155225065579071	https://www.facebook.com/20446254070/posts/10155225065579071	"Would you trust him?"	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/18340028_2281036575455373_4835585781714124800_n.jpg?oh=e9431ee8e762c97e76b0a4a2639e44ce&oe=5A995DD9	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18340028_2281036575455373_4835585781714124800_n.jpg?oh=8275a839c2355dbbc418e187cad1135e&oe=5A911DFB	https://www.facebook.com/BusinessInsiderUK/videos/2281035285455502/	facebook.com	2017-11-14T09:36:19+0000	1510652179	"2017-11-14 10:36:19"	614	1131	1084	2	2217
link	post_page_20446254070	20446254070_10155225058994071	https://www.facebook.com/20446254070/posts/10155225058994071	"Mushrooms are changing the way we perceive death."	https://external.xx.fbcdn.net/safe_image.php?d=AQAJhiH-dpcgW1vQ&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a16a1f8594c080b631013%2F3260c79be44f5bc24b3336c30b0cbf6b594f6049_33ac3ddcda33e33b49cd4b4b93cc58d477afaba7_facebook&cfs=1&sx=86&sy=0&sw=590&sh=590&_nc_hash=AQBy0yVTpkUEFLaV	https://external.xx.fbcdn.net/safe_image.php?d=AQAzaCXLe4JY6niL&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a16a1f8594c080b631013%2F3260c79be44f5bc24b3336c30b0cbf6b594f6049_33ac3ddcda33e33b49cd4b4b93cc58d477afaba7_facebook&_nc_hash=AQBaR64B8gMBKzSY	http://read.bi/2mnk0kD	read.bi	2017-11-14T09:35:03+0000	1510652103	"2017-11-14 10:35:03"	18	2	27	4	33
link	post_page_20446254070	20446254070_10155225052404071	https://www.facebook.com/20446254070/posts/10155225052404071	"Here s why you shouldn t use the same password for different services."	https://external.xx.fbcdn.net/safe_image.php?d=AQBOyM6lJ60tEMW-&w=130&h=130&url=http%3A%2F%2Fstatic4.businessinsider.com%2Fimage%2F5a09c4fb35876e8c008b5946-1190-625%2Fthere-are-19-billion-stolen-passwords-and-usernames-available-on-the-black-market-and-up-to-25-of-them-will-still-work-on-a-google-account.jpg&cfs=1&sx=0&sy=0&sw=384&sh=384&_nc_hash=AQCFX5ojuaespm5A	https://external.xx.fbcdn.net/safe_image.php?d=AQCH4_Nc1VnAB_gX&url=http%3A%2F%2Fstatic4.businessinsider.com%2Fimage%2F5a09c4fb35876e8c008b5946-1190-625%2Fthere-are-19-billion-stolen-passwords-and-usernames-available-on-the-black-market-and-up-to-25-of-them-will-still-work-on-a-google-account.jpg&_nc_hash=AQD6Sw1c4zp0ZBnf	http://read.bi/2yyNuO6	read.bi	2017-11-14T09:30:04+0000	1510651804	"2017-11-14 10:30:04"	12	3	17	15	35
link	post_page_20446254070	20446254070_10155225041149071	https://www.facebook.com/20446254070/posts/10155225041149071	" He might be irrational — or too smart. We don t know. "	https://external.xx.fbcdn.net/safe_image.php?d=AQCdpSM6SZtqQHrt&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09d079c3453d792ef7ed64%2Fe1e27622b2cd6d5c101d12ee2dddb917aeb63c22_483ba43dbf5e7ae953d2ce6d0869180b5ad30c00_facebook&cfs=1&sx=477&sy=0&sw=576&sh=576&_nc_hash=AQAVd4Hpz9OX1bFi	https://external.xx.fbcdn.net/safe_image.php?d=AQAXddYxj3GVZDP8&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09d079c3453d792ef7ed64%2Fe1e27622b2cd6d5c101d12ee2dddb917aeb63c22_483ba43dbf5e7ae953d2ce6d0869180b5ad30c00_facebook&_nc_hash=AQCsBGT-TNdMYfv2	http://read.bi/2zTLpk8	read.bi	2017-11-14T09:20:04+0000	1510651204	"2017-11-14 10:20:04"	115	97	307	41	445
link	post_page_20446254070	20446254070_10155225029754071	https://www.facebook.com/20446254070/posts/10155225029754071	"Inside the secret message groups of the cryptocurrency scammers"	https://external.xx.fbcdn.net/safe_image.php?w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0ab2dff8594c2363092bbf%2F9c84f8a1b7693a81dff75fe2d3e3ead86daf8f33_0932752bdc496f933cdd3242bf6362e674acf7ff_facebook&cfs=1&sx=278&sy=0&sw=595&sh=595&_nc_hash=AQBcJNeY8JWdXnn-	https://external.xx.fbcdn.net/safe_image.php?d=AQDw5Ple-7rpigQe&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0ab2dff8594c2363092bbf%2F9c84f8a1b7693a81dff75fe2d3e3ead86daf8f33_0932752bdc496f933cdd3242bf6362e674acf7ff_facebook&_nc_hash=AQAL_pGmp0vWph_Q	http://read.bi/2mnDxl6	read.bi	2017-11-14T09:10:48+0000	1510650648	"2017-11-14 10:10:48"	59	22	69	25	116
link	post_page_20446254070	20446254070_10155225028944071	https://www.facebook.com/20446254070/posts/10155225028944071	"Two years later  Mesosphere is around and kicking — something that still surprises Silicon Valley."	https://external.xx.fbcdn.net/safe_image.php?d=AQBygx4uEMSccN2p&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09cb0ef8594cfa647aea7e%2F561fda53f3eea78e5b1875bd65dd3c47e2f7bc96_bcf98f654e1c7024999e511e20e7ced3b065d2a7_facebook&cfs=1&sx=245&sy=0&sw=512&sh=512&_nc_hash=AQCCtBKJg2nJ6sp4	https://external.xx.fbcdn.net/safe_image.php?d=AQDaO1wbNY9XJoav&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09cb0ef8594cfa647aea7e%2F561fda53f3eea78e5b1875bd65dd3c47e2f7bc96_bcf98f654e1c7024999e511e20e7ced3b065d2a7_facebook&_nc_hash=AQC10LAFNyEd52oa	http://read.bi/2mkBJJr	read.bi	2017-11-14T09:10:02+0000	1510650602	"2017-11-14 10:10:02"	32	0	34	7	41
link	post_page_20446254070	20446254070_10155225010949071	https://www.facebook.com/20446254070/posts/10155225010949071	"The LinkedIn employee didn t want to miss her chance to make an impression on CEO Jeff Weiner  and it worked."	https://external.xx.fbcdn.net/safe_image.php?d=AQCY114_6p8Yzq6G&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a1e9fc3453d445d24d4f9%2F032e61f3670275d32b17d4992912c9aa2b322502_e8d08d501a008fae891b151244f576db265eed5a_facebook&cfs=1&sx=159&sy=0&sw=595&sh=595&_nc_hash=AQCbOlsauC2fAf3k	https://external.xx.fbcdn.net/safe_image.php?d=AQB8ni10V1HDH8uQ&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0a1e9fc3453d445d24d4f9%2F032e61f3670275d32b17d4992912c9aa2b322502_e8d08d501a008fae891b151244f576db265eed5a_facebook&_nc_hash=AQCiHrggiwVQ7Qur	http://read.bi/2zyubZ7	read.bi	2017-11-14T09:00:02+0000	1510650002	"2017-11-14 10:00:02"	853	11	943	40	994
link	post_page_20446254070	20446254070_10155224992424071	https://www.facebook.com/20446254070/posts/10155224992424071	"A suburb of one of the country s most dangerous cities landed in the No. 1 spot."	https://external.xx.fbcdn.net/safe_image.php?d=AQBh0NpEUIaApfM9&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a062d1609df6af90741779b%2F5b9dc9cc9ef93ac970b0f0d2e7e6d4f2c4f8e274_3c56740ec1d15685be86164308fab05de3935cbd_facebook&cfs=1&_nc_hash=AQAHqeW4xCbpoZAn	https://external.xx.fbcdn.net/safe_image.php?d=AQA76c7oWj1fvgYu&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a062d1609df6af90741779b%2F5b9dc9cc9ef93ac970b0f0d2e7e6d4f2c4f8e274_3c56740ec1d15685be86164308fab05de3935cbd_facebook&_nc_hash=AQBhdepDWHyGx7dM	http://read.bi/2i1RRLt	read.bi	2017-11-14T08:50:00+0000	1510649400	"2017-11-14 09:50:00"	25	1	29	2	32
link	post_page_20446254070	20446254070_10155224973064071	https://www.facebook.com/20446254070/posts/10155224973064071	"Only 18% of households making over $1 million will pay more in taxes."	https://external.xx.fbcdn.net/safe_image.php?d=AQBeU4gdWel6rZRZ&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09c89bf8594c5d407aea9b%2F077898c90787786604990c6eac2a1b32f25cde78_93e00ee009cd4ea8c736448e11448fd69621c943_facebook&cfs=1&sx=190&sy=0&sw=400&sh=400&_nc_hash=AQDmtCNI0sDMmW7W	https://external.xx.fbcdn.net/safe_image.php?d=AQAbfyxjeQWzPqPy&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09c89bf8594c5d407aea9b%2F077898c90787786604990c6eac2a1b32f25cde78_93e00ee009cd4ea8c736448e11448fd69621c943_facebook&_nc_hash=AQAUCcrO8oXUa_H2	http://read.bi/2mlZ4KS	read.bi	2017-11-14T08:40:00+0000	1510648800	"2017-11-14 09:40:00"	24	5	33	2	40
link	post_page_20446254070	20446254070_10155224962724071	https://www.facebook.com/20446254070/posts/10155224962724071	"It may smell like roses  but it s a killer snack."	https://external.xx.fbcdn.net/safe_image.php?d=AQAv2YQCQKrr9jay&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a036a8fdf6a550953d889e3%2F49be05965ff0cd2e08693963d5e6db8cc825e32a_e87cf55699d24557ee0a0bc7ff00fc20095322a7_facebook&cfs=1&_nc_hash=AQCxXyBWwr1hYLB1	https://external.xx.fbcdn.net/safe_image.php?d=AQDs0ulrRtEroXwN&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a036a8fdf6a550953d889e3%2F49be05965ff0cd2e08693963d5e6db8cc825e32a_e87cf55699d24557ee0a0bc7ff00fc20095322a7_facebook&_nc_hash=AQB1btQo2VfxivgL	http://read.bi/2zGnW5Z	read.bi	2017-11-14T08:35:03+0000	1510648503	"2017-11-14 09:35:03"	18	1	23	0	24
link	post_page_20446254070	20446254070_10155224953604071	https://www.facebook.com/20446254070/posts/10155224953604071	"We all dream — but only certain types stick with us."	https://external.xx.fbcdn.net/safe_image.php?d=AQDqF_fMzZeEW2la&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09c6169363920f797aea8c%2F13fcf081d089715cdb5e74e240996a8c649449ef_01e1eeed02103f097a9c8392fad8273843d182fa_facebook&cfs=1&_nc_hash=AQC9BcZ9GUGTal--	https://external.xx.fbcdn.net/safe_image.php?d=AQCAl-VADzG4Si0X&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09c6169363920f797aea8c%2F13fcf081d089715cdb5e74e240996a8c649449ef_01e1eeed02103f097a9c8392fad8273843d182fa_facebook&_nc_hash=AQD6TbcHPnpmRdYQ	http://read.bi/2zAKPaB	read.bi	2017-11-14T08:30:01+0000	1510648201	"2017-11-14 09:30:01"	54	0	57	14	71
link	post_page_20446254070	20446254070_10155224932689071	https://www.facebook.com/20446254070/posts/10155224932689071	"It could revolutionize the way you exercise."	https://external.xx.fbcdn.net/safe_image.php?d=AQBjNMeOUabScXfS&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09c1ab9363923d59052504%2Fc7959a3a47f284803d842dca19dd6e5574032faa_1c9a6fb0b8d1812af52485f41ce3c5200e0c86d1_facebook&cfs=1&_nc_hash=AQDDHcYHZWmYNs1D	https://external.xx.fbcdn.net/safe_image.php?d=AQDrzqhmkTH4ph2X&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09c1ab9363923d59052504%2Fc7959a3a47f284803d842dca19dd6e5574032faa_1c9a6fb0b8d1812af52485f41ce3c5200e0c86d1_facebook&_nc_hash=AQBIFkO0b6DfOp3O	http://read.bi/2zApca1	read.bi	2017-11-14T08:20:01+0000	1510647601	"2017-11-14 09:20:01"	9	0	12	1	13
link	post_page_20446254070	20446254070_10155224908679071	https://www.facebook.com/20446254070/posts/10155224908679071	"He wants an Obamacare repeal measure added."	https://external.xx.fbcdn.net/safe_image.php?d=AQDzgZW5XqCEyA2q&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09c045c3453d271d052529%2F3ad0f9dcf09055eca19292e149c314f4c5a91a89_b9cc58fa131379f9fb0df3ab6665d0ac991d6c8e_facebook&cfs=1&sx=498&sy=0&sw=512&sh=512&_nc_hash=AQDGFncs44tZrZeW	https://external.xx.fbcdn.net/safe_image.php?d=AQD34UKawhqMW266&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09c045c3453d271d052529%2F3ad0f9dcf09055eca19292e149c314f4c5a91a89_b9cc58fa131379f9fb0df3ab6665d0ac991d6c8e_facebook&_nc_hash=AQDmA0PFXCGizHg_	http://read.bi/2zTRs8a	read.bi	2017-11-14T08:10:02+0000	1510647002	"2017-11-14 09:10:02"	5	0	17	1	18
link	post_page_20446254070	20446254070_10155224888194071	https://www.facebook.com/20446254070/posts/10155224888194071	"The long arm of China s influence is real."	https://external.xx.fbcdn.net/safe_image.php?d=AQCwyXMnENgQvhIo&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0aa16109df6a132b2be6eb%2F3c9b3dae5c37f24f43fc46d342750dd81af15df7_0ee7b86f828d545267f8021690215dd25abcb14b_facebook&cfs=1&sx=193&sy=0&sw=400&sh=400&_nc_hash=AQBRtUjPehy6ypX9	https://external.xx.fbcdn.net/safe_image.php?d=AQBRA8avkXFNRodh&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a0aa16109df6a132b2be6eb%2F3c9b3dae5c37f24f43fc46d342750dd81af15df7_0ee7b86f828d545267f8021690215dd25abcb14b_facebook&_nc_hash=AQAmvIbQe6x60PDq	http://read.bi/2ADrnqd	read.bi	2017-11-14T08:00:56+0000	1510646456	"2017-11-14 09:00:56"	10	0	14	4	18
link	post_page_20446254070	20446254070_10155224877514071	https://www.facebook.com/20446254070/posts/10155224877514071	"One drink is infused with the scent of everything bagels."	https://external.xx.fbcdn.net/safe_image.php?d=AQDoetWWkL3r66Pa&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09be6ff8594c9f75052509%2Fc7940386bb2aa2dbf826a345e3ce7f0e44e35858_b9623d6adb440017b8d5d59b1afb417477b2ece9_facebook&cfs=1&sx=349&sy=0&sw=595&sh=595&_nc_hash=AQC3_vRaLDllYvhP	https://external.xx.fbcdn.net/safe_image.php?d=AQAlqtTQPMb7TPzL&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09be6ff8594c9f75052509%2Fc7940386bb2aa2dbf826a345e3ce7f0e44e35858_b9623d6adb440017b8d5d59b1afb417477b2ece9_facebook&_nc_hash=AQAQQ0pb3avHHu6r	http://read.bi/2mm8ztx	read.bi	2017-11-14T07:50:01+0000	1510645801	"2017-11-14 08:50:01"	9	1	14	1	16
link	post_page_20446254070	20446254070_10155224867629071	https://www.facebook.com/20446254070/posts/10155224867629071	"Though the day is about you  consider taking these things into account."	https://external.xx.fbcdn.net/safe_image.php?d=AQAmEHxmRu5-MDum&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09bc9b004df9f62405250f%2F4edf7698ff4d6d1df14e836271707c6bb91c54a6_9942c5c55fb808a625778f7ebe90a2ce9ad993fe_facebook&cfs=1&sx=424&sy=0&sw=512&sh=512&_nc_hash=AQB0e-cxxVvARscb	https://external.xx.fbcdn.net/safe_image.php?d=AQD-oi3pPSg7LNii&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F5a09bc9b004df9f62405250f%2F4edf7698ff4d6d1df14e836271707c6bb91c54a6_9942c5c55fb808a625778f7ebe90a2ce9ad993fe_facebook&_nc_hash=AQCqrpNygOuC_0V1	http://read.bi/2yVX55N	read.bi	2017-11-14T07:40:04+0000	1510645204	"2017-11-14 08:40:04"	22	1	28	3	32
